Date,Flow
25/6/2008,72.550
26/6/2008,69.488
27/6/2008,63.087
28/6/2008,56.314
29/6/2008,44.625
30/6/2008,44.346
1/7/2008,66.241
2/7/2008,63.458
3/7/2008,65.777
4/7/2008,77.931
5/7/2008,96.300
6/7/2008,72.828
7/7/2008,58.077
8/7/2008,44.068
9/7/2008,51.397
10/7/2008,38.223
11/7/2008,84.425
12/7/2008,77.189
13/7/2008,78.766
14/7/2008,97.970
15/7/2008,114.206
16/7/2008,77.003
17/7/2008,66.705
18/7/2008,129.514
19/7/2008,88.600
20/7/2008,97.228
21/7/2008,98.805
22/7/2008,151.873
23/7/2008,109.475
24/7/2008,105.671
25/7/2008,95.837
26/7/2008,163.841
27/7/2008,132.947
28/7/2008,112.072
29/7/2008,103.630
30/7/2008,90.548
31/7/2008,92.218
1/8/2008,78.024
2/8/2008,105.671
3/8/2008,134.245
4/8/2008,179.984
5/8/2008,106.227
6/8/2008,104.465
7/8/2008,156.975
8/8/2008,124.319
9/8/2008,101.218
10/8/2008,101.589
11/8/2008,113.464
12/8/2008,83.034
13/8/2008,143.987
14/8/2008,106.784
15/8/2008,118.474
16/8/2008,149.832
17/8/2008,97.414
18/8/2008,102.980
19/8/2008,186.571
20/8/2008,120.886
21/8/2008,100.197
22/8/2008,132.854
23/8/2008,132.390
24/8/2008,157.068
25/8/2008,121.721
26/8/2008,125.525
27/8/2008,126.731
28/8/2008,209.022
29/8/2008,183.416
30/8/2008,162.171
31/8/2008,123.205
1/9/2008,97.507
2/9/2008,82.755
3/9/2008,99.176
4/9/2008,105.49
5/9/2008,93.239
6/9/2008,68.190
7/9/2008,61.139
8/9/2008,59.098
9/9/2008,63.829
10/9/2008,88.600
11/9/2008,85.167
12/9/2008,75.241
13/9/2008,92.218
14/9/2008,89.899
15/9/2008,60.768
16/9/2008,44.068
17/9/2008,53.624
18/9/2008,55.016
19/9/2008,50.006
20/9/2008,43.790
21/9/2008,44.068
22/9/2008,44.625
23/9/2008,60.489
24/9/2008,47.779
25/9/2008,44.068
26/9/2008,43.511
27/9/2008,39.986
28/9/2008,46.388
29/9/2008,41.099
30/9/2008,41.285
1/10/2008,37.945
2/10/2008,39.893
3/10/2008,38.594
4/10/2008,37.667
5/10/2008,44.625
6/10/2008,43.883
7/10/2008,38.594
8/10/2008,37.203
9/10/2008,41.934
10/10/2008,40.821
11/10/2008,32.471
12/10/2008,31.172
13/10/2008,27.276
14/10/2008,26.626
15/10/2008,23.750
16/10/2008,21.617
17/10/2008,21.245
18/10/2008,19.297
19/10/2008,19.112
20/10/2008,18.277
21/10/2008,18.091
22/10/2008,17.627
23/10/2008,16.792
24/10/2008,16.236
25/10/2008,15.308
26/10/2008,13.916
27/10/2008,18.462
28/10/2008,19.483
29/10/2008,19.390
30/10/2008,20.132
31/10/2008,18.555
1/11/2008,18.011
2/11/2008,18.110
3/11/2008,17.120
4/11/2008,17.120
5/11/2008,23.256
6/11/2008,18.011
7/11/2008,17.021
8/11/2008,16.032
9/11/2008,15.339
10/11/2008,15.141
11/11/2008,14.646
12/11/2008,14.448
13/11/2008,14.151
14/11/2008,13.854
15/11/2008,13.755
16/11/2008,13.261
17/11/2008,12.964
18/11/2008,12.568
19/11/2008,12.271
20/11/2008,11.875
21/11/2008,11.479
22/11/2008,11.281
23/11/2008,10.985
24/11/2008,10.589
25/11/2008,10.391
26/11/2008,10.193
27/11/2008,9.896
28/11/2008,9.629
29/11/2008,9.391
30/11/2008,9.273
1/12/2008,11.319
2/12/2008,11.034
3/12/2008,11.034
4/12/2008,10.750
5/12/2008,10.688
6/12/2008,10.403
7/12/2008,10.403
8/12/2008,10.193
9/12/2008,9.983
10/12/2008,9.983
11/12/2008,9.908
12/12/2008,9.649
13/12/2008,9.587
14/12/2008,8.906
15/12/2008,8.412
16/12/2008,12.617
17/12/2008,12.617
18/12/2008,12.617
19/12/2008,12.617
20/12/2008,12.370
21/12/2008,12.345
22/12/2008,12.345
23/12/2008,12.184
24/12/2008,12.110
25/12/2008,12.110
26/12/2008,12.345
27/12/2008,13.236
28/12/2008,12.741
29/12/2008,12.370
30/12/2008,12.036
31/12/2008,11.739
1/1/2009,11.455
2/1/2009,11.529
3/1/2009,11.244
4/1/2009,10.898
5/1/2009,10.824
6/1/2009,10.613
7/1/2009,10.403
8/1/2009,10.193
9/1/2009,10.193
10/1/2009,9.983
11/1/2009,9.772
12/1/2009,9.587
13/1/2009,9.587
14/1/2009,9.401
15/1/2009,9.401
16/1/2009,9.401
17/1/2009,9.216
18/1/2009,9.216
19/1/2009,9.216
20/1/2009,9.030
21/1/2009,9.030
22/1/2009,9.030
23/1/2009,8.845
24/1/2009,8.845
25/1/2009,8.845
26/1/2009,8.721
27/1/2009,8.783
28/1/2009,8.659
29/1/2009,8.659
30/1/2009,8.473
31/1/2009,8.473
1/2/2009,8.473
2/2/2009,8.102
3/2/2009,8.102
4/2/2009,8.288
5/2/2009,8.288
6/2/2009,7.979
7/2/2009,7.979
8/2/2009,8.102
9/2/2009,8.102
10/2/2009,8.102
11/2/2009,7.979
12/2/2009,7.929
13/2/2009,7.929
14/2/2009,7.818
15/2/2009,7.768
16/2/2009,7.521
17/2/2009,7.521
18/2/2009,7.471
19/2/2009,7.422
20/2/2009,7.422
21/2/2009,7.323
22/2/2009,7.373
23/2/2009,7.224
24/2/2009,7.175
25/2/2009,7.323
26/2/2009,7.471
27/2/2009,7.323
28/2/2009,7.224
1/3/2009,7.224
2/3/2009,7.125
3/3/2009,7.175
4/3/2009,7.175
5/3/2009,7.175
6/3/2009,7.125
7/3/2009,7.026
8/3/2009,7.026
9/3/2009,7.026
10/3/2009,7.026
11/3/2009,6.779
12/3/2009,6.779
13/3/2009,6.779
14/3/2009,6.432
15/3/2009,6.482
16/3/2009,6.346
17/3/2009,6.383
18/3/2009,6.482
19/3/2009,6.296
20/3/2009,6.581
21/3/2009,7.125
22/3/2009,6.779
23/3/2009,6.927
24/3/2009,6.927
25/3/2009,7.026
26/3/2009,7.323
27/3/2009,7.830
28/3/2009,7.471
29/3/2009,7.471
30/3/2009,7.570
31/3/2009,9.414
1/4/2009,7.929
2/4/2009,7.830
3/4/2009,13.236
4/4/2009,10.403
5/4/2009,8.659
6/4/2009,22.142
7/4/2009,12.184
8/4/2009,17.071
9/4/2009,15.339
10/4/2009,11.195
11/4/2009,10.354
12/4/2009,10.354
13/4/2009,10.576
14/4/2009,10.898
15/4/2009,9.921
16/4/2009,9.859
17/4/2009,28.575
18/4/2009,20.782
19/4/2009,13.854
20/4/2009,11.888
21/4/2009,12.209
22/4/2009,13.236
23/4/2009,12.494
24/4/2009,11.529
25/4/2009,11.405
26/4/2009,11.405
27/4/2009,11.108
28/4/2009,10.613
29/4/2009,10.477
30/4/2009,10.477
1/5/2009,9.817
2/5/2009,10.985
3/5/2009,15.339
4/5/2009,13.261
5/5/2009,10.391
6/5/2009,9.391
7/5/2009,10.292
8/5/2009,9.332
9/5/2009,8.600
10/5/2009,9.688
11/5/2009,13.261
12/5/2009,10.490
13/5/2009,11.084
14/5/2009,10.490
15/5/2009,9.688
16/5/2009,9.391
17/5/2009,10.589
18/5/2009,9.510
19/5/2009,9.104
20/5/2009,9.055
21/5/2009,11.479
22/5/2009,11.974
23/5/2009,13.261
24/5/2009,11.974
25/5/2009,10.688
26/5/2009,16.328
27/5/2009,80.652
28/5/2009,23.849
29/5/2009,22.662
30/5/2009,17.714
31/5/2009,19.594
1/6/2009,15.308
2/6/2009,13.267
3/6/2009,16.421
4/6/2009,15.308
5/6/2009,25.791
6/6/2009,27.276
7/6/2009,27.276
8/6/2009,20.318
9/6/2009,23.008
10/6/2009,22.080
11/6/2009,18.462
12/6/2009,17.163
13/6/2009,19.483
14/6/2009,18.462
15/6/2009,18.277
16/6/2009,23.008
17/6/2009,20.782
18/6/2009,19.947
19/6/2009,21.153
20/6/2009,20.967
21/6/2009,26.441
22/6/2009,22.637
23/6/2009,26.626
24/6/2009,22.637
25/6/2009,23.750
26/6/2009,27.369
27/6/2009,43.511
28/6/2009,47.872
29/6/2009,39.429
30/6/2009,48.057
1/7/2009,54.273
2/7/2009,53.067
3/7/2009,49.635
4/7/2009,45.181
5/7/2009,54.644
6/7/2009,47.501
7/7/2009,46.109
8/7/2009,41.563
9/7/2009,41.563
10/7/2009,50.006
11/7/2009,42.955
12/7/2009,43.048
13/7/2009,44.903
14/7/2009,52.789
15/7/2009,52.418
16/7/2009,45.553
17/7/2009,37.481
18/7/2009,47.222
19/7/2009,52.047
20/7/2009,55.479
21/7/2009,39.151
22/7/2009,56.964
23/7/2009,46.295
24/7/2009,50.748
25/7/2009,39.986
26/7/2009,128.49
27/7/2009,264.13
28/7/2009,99.919
29/7/2009,81.549
30/7/2009,101.31
31/7/2009,75.519
1/8/2009,63.180
2/8/2009,65.963
3/8/2009,65.777
4/8/2009,92.218
5/8/2009,77.931
6/8/2009,124.782
7/8/2009,90.734
8/8/2009,68.375
9/8/2009,79.601
10/8/2009,102.702
11/8/2009,90.734
12/8/2009,80.343
13/8/2009,82.384
14/8/2009,81.828
15/8/2009,87.672
16/8/2009,105.114
17/8/2009,98.898
18/8/2009,107.526
19/8/2009,139.070
20/8/2009,201.322
21/8/2009,99.455
22/8/2009,87.301
23/8/2009,118.195
24/8/2009,126.081
25/8/2009,104.372
26/8/2009,83.776
27/8/2009,85.446
28/8/2009,80.621
29/8/2009,68.746
30/8/2009,78.117
31/8/2009,65.963
1/9/2009,52.882
2/9/2009,65.406
3/9/2009,78.766
4/9/2009,59.098
5/9/2009,52.696
6/9/2009,51.490
7/9/2009,58.263
8/9/2009,48.336
9/9/2009,50.470
10/9/2009,61.881
11/9/2009,62.438
12/9/2009,48.521
13/9/2009,41.749
14/9/2009,40.264
15/9/2009,39.058
16/9/2009,38.502
17/9/2009,98.898
18/9/2009,107.526
19/9/2009,139.070
20/9/2009,201.322
21/9/2009,99.455
22/9/2009,87.301
23/9/2009,121.535
24/9/2009,126.081
25/9/2009,104.372
26/9/2009,83.776
27/9/2009,87.023
28/9/2009,80.621
29/9/2009,68.746
30/9/2009,78.117
1/10/2009,26.905
2/10/2009,26.441
3/10/2009,25.328
4/10/2009,24.585
5/10/2009,25.699
6/10/2009,25.606
7/10/2009,51.305
8/10/2009,79.508
9/10/2009,30.616
10/10/2009,25.606
11/10/2009,24.214
12/10/2009,23.472
13/10/2009,22.452
14/10/2009,21.245
15/10/2009,20.411
16/10/2009,20.039
17/10/2009,19.761
18/10/2009,19.854
19/10/2009,19.297
20/10/2009,19.112
21/10/2009,18.555
22/10/2009,17.720
23/10/2009,17.442
24/10/2009,17.256
25/10/2009,17.071
26/10/2009,16.607
27/10/2009,16.421
28/10/2009,16.050
29/10/2009,15.865
30/10/2009,15.865
31/10/2009,15.957
1/11/2009,16.427
2/11/2009,16.130
3/11/2009,15.636
4/11/2009,15.438
5/11/2009,15.141
6/11/2009,14.844
7/11/2009,14.250
8/11/2009,14.646
9/11/2009,14.151
10/11/2009,14.052
11/11/2009,13.854
12/11/2009,13.656
13/11/2009,13.459
14/11/2009,13.459
15/11/2009,13.459
16/11/2009,13.360
17/11/2009,13.162
18/11/2009,13.063
19/11/2009,12.766
20/11/2009,12.568
21/11/2009,12.370
22/11/2009,12.172
23/11/2009,11.974
24/11/2009,11.776
25/11/2009,11.776
26/11/2009,11.479
27/11/2009,11.281
28/11/2009,11.182
29/11/2009,10.985
30/11/2009,10.787
1/12/2009,13.360
2/12/2009,13.360
3/12/2009,12.989
4/12/2009,12.989
5/12/2009,12.989
6/12/2009,13.112
7/12/2009,12.741
8/12/2009,12.741
9/12/2009,12.494
10/12/2009,12.494
11/12/2009,12.184
12/12/2009,12.184
13/12/2009,12.184
14/12/2009,12.011
15/12/2009,11.925
16/12/2009,11.925
17/12/2009,11.492
18/12/2009,11.405
19/12/2009,11.319
20/12/2009,11.145
21/12/2009,10.972
22/12/2009,10.886
23/12/2009,10.737
24/12/2009,11.244
25/12/2009,11.405
26/12/2009,11.665
27/12/2009,11.665
28/12/2009,11.492
29/12/2009,11.319
30/12/2009,11.232
31/12/2009,11.232
1/1/2010,11.665
2/1/2010,11.145
3/1/2010,10.886
4/1/2010,10.811
5/1/2010,10.886
6/1/2010,10.663
7/1/2010,10.515
8/1/2010,10.440
9/1/2010,10.218
10/1/2010,10.218
11/1/2010,10.069
12/1/2010,10.069
13/1/2010,9.847
14/1/2010,9.995
15/1/2010,9.995
16/1/2010,9.847
17/1/2010,9.698
18/1/2010,9.550
19/1/2010,9.327
20/1/2010,9.327
21/1/2010,9.179
22/1/2010,8.956
23/1/2010,8.882
24/1/2010,8.882
25/1/2010,8.733
26/1/2010,8.659
27/1/2010,8.659
28/1/2010,8.659
29/1/2010,8.659
30/1/2010,8.449
31/1/2010,8.449
1/2/2010,8.238
2/2/2010,8.313
3/2/2010,8.313
4/2/2010,8.102
5/2/2010,8.028
6/2/2010,8.028
7/2/2010,8.028
8/2/2010,7.682
9/2/2010,8.523
10/2/2010,8.164
11/2/2010,8.028
12/2/2010,7.744
13/2/2010,8.238
14/2/2010,7.954
15/2/2010,7.682
16/2/2010,7.608
17/2/2010,7.608
18/2/2010,7.471
19/2/2010,7.608
20/2/2010,7.397
21/2/2010,7.533
22/2/2010,7.113
23/2/2010,7.397
24/2/2010,6.977
25/2/2010,7.261
26/2/2010,7.051
27/2/2010,7.187
28/2/2010,7.397
1/3/2010,7.261
2/3/2010,8.770
3/3/2010,8.102
4/3/2010,7.892
5/3/2010,7.397
6/3/2010,7.187
7/3/2010,7.051
8/3/2010,6.902
9/3/2010,6.841
10/3/2010,6.841
11/3/2010,6.766
12/3/2010,6.766
13/3/2010,6.630
14/3/2010,6.630
15/3/2010,6.630
16/3/2010,6.630
17/3/2010,6.445
18/3/2010,6.568
19/3/2010,6.630
20/3/2010,6.507
21/3/2010,6.568
22/3/2010,6.692
23/3/2010,7.471
24/3/2010,8.585
25/3/2010,8.238
26/3/2010,7.818
27/3/2010,8.671
28/3/2010,8.671
29/3/2010,8.956
30/3/2010,8.733
31/3/2010,11.32
1/4/2010,9.624
2/4/2010,9.624
3/4/2010,8.659
4/4/2010,8.313
5/4/2010,8.028
6/4/2010,8.102
7/4/2010,7.892
8/4/2010,7.682
9/4/2010,8.102
10/4/2010,8.164
11/4/2010,11.492
12/4/2010,10.873
13/4/2010,15.710
14/4/2010,16.823
15/4/2010,13.978
16/4/2010,11.838
17/4/2010,10.675
18/4/2010,10.985
19/4/2010,12.135
20/4/2010,11.752
21/4/2010,11.752
22/4/2010,18.555
23/4/2010,16.700
24/4/2010,16.452
25/4/2010,18.555
26/4/2010,20.782
27/4/2010,14.968
28/4/2010,12.617
29/4/2010,12.494
30/4/2010,12.741
1/5/2010,8.986
2/5/2010,12.667
3/5/2010,13.360
4/5/2010,11.677
5/5/2010,13.162
6/5/2010,12.370
7/5/2010,14.745
8/5/2010,11.974
9/5/2010,13.558
10/5/2010,12.172
11/5/2010,11.084
12/5/2010,11.875
13/5/2010,10.490
14/5/2010,10.391
15/5/2010,9.748
16/5/2010,9.540
17/5/2010,19.000
18/5/2010,12.469
19/5/2010,12.568
20/5/2010,18.802
21/5/2010,25.631
22/5/2010,17.219
23/5/2010,13.162
24/5/2010,22.266
25/5/2010,17.219
26/5/2010,16.032
27/5/2010,16.130
28/5/2010,17.516
29/5/2010,14.250
30/5/2010,13.854
31/5/2010,14.745
1/6/2010,15.586
2/6/2010,13.081
3/6/2010,14.473
4/6/2010,22.173
5/6/2010,19.947
6/6/2010,26.719
7/6/2010,27.369
8/6/2010,21.988
9/6/2010,23.565
10/6/2010,21.802
11/6/2010,20.874
12/6/2010,20.225
13/6/2010,28.389
14/6/2010,20.874
15/6/2010,22.266
16/6/2010,22.266
17/6/2010,29.317
18/6/2010,51.768
19/6/2010,29.317
20/6/2010,45.367
21/6/2010,30.245
22/6/2010,28.760
23/6/2010,34.883
24/6/2010,30.894
25/6/2010,28.946
26/6/2010,36.275
27/6/2010,35.718
28/6/2010,37.481
29/6/2010,42.491
30/6/2010,38.502
1/7/2010,37.759
2/7/2010,58.077
3/7/2010,41.656
4/7/2010,58.355
5/7/2010,55.943
6/7/2010,81.364
7/7/2010,67.819
8/7/2010,61.788
9/7/2010,57.892
10/7/2010,56.036
11/7/2010,68.932
12/7/2010,66.334
13/7/2010,74.962
14/7/2010,62.623
15/7/2010,65.592
16/7/2010,85.631
17/7/2010,77.096
18/7/2010,92.033
19/7/2010,76.447
20/7/2010,147.048
21/7/2010,186.385
22/7/2010,104.094
23/7/2010,108.176
24/7/2010,80.436
25/7/2010,90.456
26/7/2010,87.765
27/7/2010,106.042
28/7/2010,68.004
29/7/2010,208.002
30/7/2010,92.589
31/7/2010,151.965
1/8/2010,77.374
2/8/2010,71.066
3/8/2010,88.600
4/8/2010,111.608
5/8/2010,99.269
6/8/2010,97.599
7/8/2010,88.229
8/8/2010,76.447
9/8/2010,60.582
10/8/2010,115.969
11/8/2010,69.767
12/8/2010,68.561
13/8/2010,84.332
14/8/2010,76.910
15/8/2010,87.487
16/8/2010,109.567
17/8/2010,129.050
18/8/2010,122.927
19/8/2010,155.398
20/8/2010,178.128
21/8/2010,126.731
22/8/2010,129.885
23/8/2010,157.346
24/8/2010,150.296
25/8/2010,123.112
26/8/2010,121.628
27/8/2010,165.603
28/8/2010,156.790
29/8/2010,123.205
30/8/2010,137.307
31/8/2010,118.195
1/9/2010,106.042
2/9/2010,113.186
3/9/2010,100.383
4/9/2010,102.609
5/9/2010,86.652
6/9/2010,82.291
7/9/2010,170.892
8/9/2010,90.363
9/9/2010,86.002
10/9/2010,73.199
11/9/2010,109.567
12/9/2010,108.547
13/9/2010,80.807
14/9/2010,91.754
15/9/2010,91.291
16/9/2010,84.611
17/9/2010,93.239
18/9/2010,105.114
19/9/2010,102.516
20/9/2010,88.043
21/9/2010,91.662
22/9/2010,90.641
23/9/2010,80.807
24/9/2010,62.252
25/9/2010,60.582
26/9/2010,50.841
27/9/2010,51.397
28/9/2010,41.934
29/9/2010,37.388
30/9/2010,40.450
1/10/2010,34.234
2/10/2010,32.100
3/10/2010,26.070
4/10/2010,27.461
5/10/2010,27.369
6/10/2010,26.163
7/10/2010,25.606
8/10/2010,24.585
9/10/2010,23.936
10/10/2010,24.585
11/10/2010,24.493
12/10/2010,24.400
13/10/2010,21.524
14/10/2010,20.132
15/10/2010,20.132
16/10/2010,20.874
17/10/2010,22.823
18/10/2010,24.493
19/10/2010,23.750
20/10/2010,23.008
21/10/2010,23.008
22/10/2010,24.214
23/10/2010,21.431
24/10/2010,20.596
25/10/2010,20.039
26/10/2010,19.483
27/10/2010,19.204
28/10/2010,18.555
29/10/2010,18.369
30/10/2010,18.369
31/10/2010,17.998
1/11/2010,18.901
2/11/2010,18.308
3/11/2010,17.417
4/11/2010,16.823
5/11/2010,16.328
6/11/2010,15.438
7/11/2010,15.933
8/11/2010,15.438
9/11/2010,14.943
10/11/2010,14.646
11/11/2010,14.052
12/11/2010,14.151
13/11/2010,14.745
14/11/2010,13.854
15/11/2010,13.162
16/11/2010,13.162
17/11/2010,14.745
18/11/2010,14.745
19/11/2010,14.646
20/11/2010,15.042
21/11/2010,15.042
22/11/2010,15.240
23/11/2010,13.656
24/11/2010,13.459
25/11/2010,13.162
26/11/2010,13.162
27/11/2010,13.162
28/11/2010,12.865
29/11/2010,12.370
30/11/2010,11.776
1/12/2010,15.215
2/12/2010,14.597
3/12/2010,14.349
4/12/2010,14.102
5/12/2010,14.102
6/12/2010,13.731
7/12/2010,13.731
8/12/2010,13.483
9/12/2010,13.483
10/12/2010,13.236
11/12/2010,13.236
12/12/2010,12.865
13/12/2010,12.741
14/12/2010,12.494
15/12/2010,12.271
16/12/2010,11.925
17/12/2010,11.665
18/12/2010,11.405
19/12/2010,10.811
20/12/2010,10.663
21/12/2010,10.589
22/12/2010,10.218
23/12/2010,10.218
24/12/2010,9.995
25/12/2010,9.995
26/12/2010,9.772
27/12/2010,9.550
28/12/2010,9.327
29/12/2010,9.327
30/12/2010,9.104
31/12/2010,9.179
1/1/2011,8.956
2/1/2011,9.327
3/1/2011,9.104
4/1/2011,9.104
5/1/2011,9.104
6/1/2011,8.807
7/1/2011,8.956
8/1/2011,8.807
9/1/2011,8.585
10/1/2011,8.523
11/1/2011,8.523
12/1/2011,8.523
13/1/2011,8.523
14/1/2011,8.523
15/1/2011,8.449
16/1/2011,8.449
17/1/2011,8.449
18/1/2011,8.523
19/1/2011,8.523
20/1/2011,8.449
21/1/2011,8.449
22/1/2011,8.313
23/1/2011,8.238
24/1/2011,8.028
25/1/2011,8.028
26/1/2011,7.818
27/1/2011,7.397
28/1/2011,7.471
29/1/2011,7.261
30/1/2011,7.261
31/1/2011,7.187
1/2/2011,7.051
2/2/2011,7.051
3/2/2011,6.977
4/2/2011,6.902
5/2/2011,6.766
6/2/2011,6.766
7/2/2011,6.766
8/2/2011,6.568
9/2/2011,6.766
10/2/2011,6.766
11/2/2011,6.148
12/2/2011,6.568
13/2/2011,6.470
14/2/2011,6.568
15/2/2011,6.445
16/2/2011,6.729
17/2/2011,10.91
18/2/2011,7.608
19/2/2011,7.397
20/2/2011,6.977
21/2/2011,6.841
22/2/2011,6.766
23/2/2011,6.643
24/2/2011,6.568
25/2/2011,6.395
26/2/2011,6.445
27/2/2011,6.185
28/2/2011,6.074
1/3/2011,6.074
2/3/2011,6.074
3/3/2011,6.074
4/3/2011,6.074
5/3/2011,6.074
6/3/2011,5.802
7/3/2011,5.752
8/3/2011,5.913
9/3/2011,5.913
10/3/2011,5.913
11/3/2011,5.591
12/3/2011,5.480
13/3/2011,5.430
14/3/2011,5.542
15/3/2011,5.430
16/3/2011,5.270
17/3/2011,5.319
18/3/2011,5.381
19/3/2011,5.381
20/3/2011,5.430
21/3/2011,5.319
22/3/2011,5.319
23/3/2011,5.270
24/3/2011,5.158
25/3/2011,5.109
26/3/2011,5.319
27/3/2011,5.109
28/3/2011,6.024
29/3/2011,6.123
30/3/2011,6.074
31/3/2011,7.744
1/4/2011,8.449
2/4/2011,8.758
3/4/2011,7.608
4/4/2011,7.818
5/4/2011,7.892
6/4/2011,6.890
7/4/2011,6.123
8/4/2011,5.913
9/4/2011,5.962
10/4/2011,7.039
11/4/2011,7.608
12/4/2011,6.445
13/4/2011,8.461
14/4/2011,7.397
15/4/2011,7.892
16/4/2011,8.671
17/4/2011,7.892
18/4/2011,8.399
19/4/2011,12.865
20/4/2011,11.170
21/4/2011,8.956
22/4/2011,7.892
23/4/2011,7.051
24/4/2011,6.630
25/4/2011,7.471
26/4/2011,8.399
27/4/2011,7.471
28/4/2011,7.954
29/4/2011,7.236
30/4/2011,13.854
1/5/2011,10.193
2/5/2011,10.193
3/5/2011,8.847
4/5/2011,11.182
5/5/2011,9.144
6/5/2011,8.501
7/5/2011,9.896
8/5/2011,9.470
9/5/2011,9.540
10/5/2011,9.886
11/5/2011,10.589
12/5/2011,9.005
13/5/2011,8.708
14/5/2011,10.490
15/5/2011,9.352
16/5/2011,9.827
17/5/2011,11.084
18/5/2011,17.219
19/5/2011,14.646
20/5/2011,13.459
21/5/2011,19.000
22/5/2011,20.782
23/5/2011,20.386
24/5/2011,24.740
25/5/2011,15.438
26/5/2011,14.151
27/5/2011,13.459
28/5/2011,17.615
29/5/2011,15.141
30/5/2011,18.011
31/5/2011,20.980
1/6/2011,14.937
2/6/2011,14.287
3/6/2011,15.865
4/6/2011,16.607
5/6/2011,16.978
6/6/2011,15.493
7/6/2011,16.700
8/6/2011,21.895
9/6/2011,18.184
10/6/2011,16.143
11/6/2011,14.844
12/6/2011,16.143
13/6/2011,16.328
14/6/2011,16.143
15/6/2011,18.648
16/6/2011,18.926
17/6/2011,22.915
18/6/2011,35.626
19/6/2011,39.151
20/6/2011,29.039
21/6/2011,26.626
22/6/2011,25.328
23/6/2011,25.884
24/6/2011,57.613
25/6/2011,37.203
26/6/2011,30.801
27/6/2011,42.213
28/6/2011,42.584
29/6/2011,45.089
30/6/2011,64.571
1/7/2011,51.305
2/7/2011,52.511
3/7/2011,51.490
4/7/2011,63.180
5/7/2011,56.964
6/7/2011,64.293
7/7/2011,55.294
8/7/2011,51.676
9/7/2011,56.964
10/7/2011,71.344
11/7/2011,65.963
12/7/2011,93.888
13/7/2011,91.476
14/7/2011,99.640
15/7/2011,136.66
16/7/2011,94.259
17/7/2011,79.694
18/7/2011,67.169
19/7/2011,91.198
20/7/2011,137.96
21/7/2011,81.085
22/7/2011,84.611
23/7/2011,93.332
24/7/2011,85.260
25/7/2011,69.488
26/7/2011,91.476
27/7/2011,75.148
28/7/2011,65.221
29/7/2011,107.43
30/7/2011,109.20
31/7/2011,93.796
1/8/2011,77.374
2/8/2011,96.208
3/8/2011,95.651
4/8/2011,98.805
5/8/2011,81.364
6/8/2011,131.184
7/8/2011,200.301
8/8/2011,84.332
9/8/2011,78.952
10/8/2011,82.570
11/8/2011,69.210
12/8/2011,67.819
13/8/2011,65.128
14/8/2011,72.643
15/8/2011,108.640
16/8/2011,77.560
17/8/2011,96.486
18/8/2011,83.961
19/8/2011,93.517
20/8/2011,78.488
21/8/2011,85.631
22/8/2011,84.518
23/8/2011,64.015
24/8/2011,75.983
25/8/2011,78.952
26/8/2011,61.695
27/8/2011,56.778
28/8/2011,45.181
29/8/2011,46.295
30/8/2011,38.223
31/8/2011,46.202
1/9/2011,57.892
2/9/2011,39.058
3/9/2011,37.388
4/9/2011,33.121
5/9/2011,29.688
6/9/2011,30.152
7/9/2011,38.966
8/9/2011,40.635
9/9/2011,37.017
10/9/2011,40.914
11/9/2011,46.109
12/9/2011,68.190
13/9/2011,49.635
14/9/2011,40.264
15/9/2011,56.314
16/9/2011,49.078
17/9/2011,44.810
18/9/2011,42.584
19/9/2011,52.140
20/9/2011,41.007
21/9/2011,39.615
22/9/2011,47.965
23/9/2011,36.553
24/9/2011,42.769
25/9/2011,56.686
26/9/2011,44.254
27/9/2011,44.254
28/9/2011,41.656
29/9/2011,37.667
30/9/2011,31.358
1/10/2011,29.410
2/10/2011,28.018
3/10/2011,26.070
4/10/2011,24.678
5/10/2011,23.658
6/10/2011,22.266
7/10/2011,21.524
8/10/2011,21.988
9/10/2011,21.060
10/10/2011,20.132
11/10/2011,19.019
12/10/2011,18.462
13/10/2011,17.906
14/10/2011,17.627
15/10/2011,17.906
16/10/2011,18.555
17/10/2011,17.534
18/10/2011,16.978
19/10/2011,16.700
20/10/2011,16.328
21/10/2011,16.700
22/10/2011,16.885
23/10/2011,16.050
24/10/2011,15.957
25/10/2011,15.586
26/10/2011,15.215
27/10/2011,15.772
28/10/2011,15.122
29/10/2011,14.937
30/10/2011,14.658
31/10/2011,14.473
1/11/2011,15.834
2/11/2011,16.032
3/11/2011,16.032
4/11/2011,15.537
5/11/2011,15.240
6/11/2011,15.042
7/11/2011,15.240
8/11/2011,15.141
9/11/2011,14.646
10/11/2011,14.547
11/11/2011,14.448
12/11/2011,14.151
13/11/2011,14.151
14/11/2011,14.448
15/11/2011,14.547
16/11/2011,14.547
17/11/2011,14.349
18/11/2011,14.052
19/11/2011,13.854
20/11/2011,13.558
21/11/2011,13.360
22/11/2011,13.360
23/11/2011,13.063
24/11/2011,13.063
25/11/2011,12.766
26/11/2011,12.667
27/11/2011,12.568
28/11/2011,12.568
29/11/2011,12.766
30/11/2011,12.766
1/12/2011,14.968
2/12/2011,14.968
3/12/2011,14.968
4/12/2011,15.215
5/12/2011,14.968
6/12/2011,14.844
7/12/2011,14.597
8/12/2011,14.597
9/12/2011,14.349
10/12/2011,13.854
11/12/2011,13.731
12/12/2011,13.731
13/12/2011,13.731
14/12/2011,13.360
15/12/2011,13.360
16/12/2011,13.236
17/12/2011,13.112
18/12/2011,12.741
